id,scot,mrac,validity,comment,proposedterm
3109,4563,AC9AMA8E02,Yes,Yes,
3110,4671,AC9AMA8E02,Yes,Yes,
3111,7813,AC9AMA8E02,Yes,Yes,
3112,8818,AC9AMA8E02,Yes,Yes,
3113,16442,AC9AMA8P01,Yes,Yes,
3114,1979,AC9AMA8P01,Yes,Yes,
3115,4563,AC9AMA8P01,Yes,Yes,
3116,4611,AC9AMA8P01,Yes,Yes,
3117,1121,AC9AMAFD01,Yes,Yes,
3118,5356,AC9AMAFD01,Yes,Yes,
3119,1556,AC9AMAFE01,Yes,Yes,
3120,264,AC9AMAFE01,Yes,Yes,
3121,1978,AC9AMAFP01,Yes,Yes,
3122,11230,AC9AMU10C01,Yes,Yes,
3123,16489,AC9AMU10C01,Yes,Yes,
3124,250,AC9AMU10C01,Yes,Yes,
3125,253,AC9AMU10C01,Yes,Yes,
3126,4159,AC9AMU10C01,Yes,Yes,
3127,4249,AC9AMU10C01,Yes,Yes,
3128,5393,AC9AMU10C01,Yes,Yes,
3129,13965,AC9AMU10C02,Yes,Yes,
3130,1796,AC9AMU10C02,Yes,Yes,
3131,4159,AC9AMU10C02,Yes,Yes,
3132,416,AC9AMU10C02,Yes,Yes,
3133,4249,AC9AMU10C02,Yes,Yes,
3134,5393,AC9AMU10C02,Yes,Yes,
3135,16489,AC9AMU10D01,Yes,Yes,
3136,2429,AC9AMU10D01,Yes,Yes,
3137,337,AC9AMU10D01,Yes,Yes,
3138,4159,AC9AMU10D01,Yes,Yes,
3139,5393,AC9AMU10D01,Yes,Yes,
3140,585,AC9AMU10D01,Yes,Yes,
3141,7913,AC9AMU10D01,Yes,Yes,
3142,13122,AC9AMU10D02,Yes,Yes,
3143,2429,AC9AMU10D02,Yes,Yes,
3144,337,AC9AMU10D02,Yes,Yes,
3145,4159,AC9AMU10D02,Yes,Yes,
3146,5393,AC9AMU10D02,Yes,Yes,
3147,11230,AC9AMU10E01,Yes,Yes,
3148,13965,AC9AMU10E01,Yes,Yes,
3149,15276,AC9AMU10E01,Yes,Yes,
3150,273,AC9AMU10E01,Yes,Yes,
3151,337,AC9AMU10E01,Yes,Yes,
3152,4159,AC9AMU10E01,Yes,Yes,
3153,4370,AC9AMU10E01,Yes,Yes,
3154,5393,AC9AMU10E01,Yes,Yes,
3155,5416,AC9AMU10E01,Yes,Yes,
3156,11286,AC9AMU10E02,Yes,Yes,
3157,1164,AC9AMU10E02,Yes,Yes,
3158,15276,AC9AMU10E02,Yes,Yes,
3159,16877,AC9AMU10E02,Added,Yes,
3160,16882,AC9AMU10E02,Added,Yes,
3161,1796,AC9AMU10E02,Yes,Yes,
3162,250,AC9AMU10E02,Yes,Yes,
3163,252,AC9AMU10E02,Yes,Yes,
3164,253,AC9AMU10E02,Yes,Yes,
3165,273,AC9AMU10E02,Yes,Yes,
3166,278,AC9AMU10E02,Yes,Yes,
3167,337,AC9AMU10E02,Yes,Yes,
3168,340,AC9AMU10E02,Yes,,
3169,4671,AC9AMU10E02,Yes,Yes,
3170,5393,AC9AMU10E02,Yes,Yes,
3171,16489,AC9AMU10P01,Yes,Yes,
3172,337,AC9AMU10P01,Yes,Yes,
3173,5393,AC9AMU10P01,Yes,Yes,
3174,13965,AC9AMU2C01,Yes,Yes,
3175,4159,AC9AMU2C01,Yes,Yes,
3176,4249,AC9AMU2C01,Yes,Yes,
3177,5393,AC9AMU2C01,Yes,Yes,
3178,13965,AC9AMU2D01,Yes,Yes,
3179,16489,AC9AMU2D01,Yes,Yes,
3180,4249,AC9AMU2D01,Yes,Yes,
3181,515,AC9AMU2D01,Yes,Yes,
3182,585,AC9AMU2D01,Yes,Yes,
3183,264,AC9AMU2E01,Yes,Yes,
3184,273,AC9AMU2E01,Yes,Yes,
3185,337,AC9AMU2E01,Yes,Yes,
3186,4370,AC9AMU2E01,Yes,Yes,
3187,585,AC9AMU2E01,Yes,Yes,
3188,1164,AC9AMU2E02,Yes,Yes,
3189,1979,AC9AMU2E02,Yes,Yes,
3190,250,AC9AMU2E02,Yes,Yes,
3191,252,AC9AMU2E02,Yes,Yes,
3192,253,AC9AMU2E02,Yes,Yes,
3193,273,AC9AMU2E02,Yes,Yes,
3194,337,AC9AMU2E02,Yes,Yes,
3195,340,AC9AMU2E02,Yes,Yes,
3196,4671,AC9AMU2E02,Yes,Yes,
3197,1979,AC9AMU2P01,Yes,Yes,
3198,337,AC9AMU2P01,Yes,Yes,
3199,4249,AC9AMU2P01,Yes,Yes,
3200,5393,AC9AMU2P01,Yes,Yes,
3201,13965,AC9AMU4C01,Yes,Yes,
3202,4159,AC9AMU4C01,Yes,Yes,
3203,416,AC9AMU4C01,Yes,Yes,
3204,4249,AC9AMU4C01,Yes,Yes,
3205,4797,AC9AMU4C01,Yes,Yes,
3206,5393,AC9AMU4C01,Yes,Yes,
3207,5416,AC9AMU4C01,Yes,Yes,
3208,16489,AC9AMU4D01,Yes,Yes,
3209,4249,AC9AMU4D01,Yes,Yes,
3210,515,AC9AMU4D01,Yes,Yes,
3211,5393,AC9AMU4D01,Yes,Yes,
3212,585,AC9AMU4D01,Yes,Yes,
3213,273,AC9AMU4E01,Yes,Yes,
3214,337,AC9AMU4E01,Yes,Yes,
3215,4159,AC9AMU4E01,Yes,Yes,
3216,4370,AC9AMU4E01,Yes,Yes,
3217,5393,AC9AMU4E01,Yes,Yes,
3218,1164,AC9AMU4E02,Yes,Yes,
3219,16476,AC9AMU4E02,Yes,Yes,
3220,1796,AC9AMU4E02,Yes,Yes,
3221,250,AC9AMU4E02,Yes,Yes,
3222,252,AC9AMU4E02,Yes,Yes,
3223,253,AC9AMU4E02,Yes,Yes,
3224,273,AC9AMU4E02,Yes,Yes,
3225,337,AC9AMU4E02,Yes,Yes,
3226,340,AC9AMU4E02,Yes,Yes,
3227,4671,AC9AMU4E02,Yes,Yes,
3228,5393,AC9AMU4E02,Yes,Yes,
3229,337,AC9AMU4P01,Yes,Yes,
3230,2429,AC9AMU6C01,Yes,Yes,
3231,337,AC9AMU6C01,Yes,Yes,
3232,4159,AC9AMU6C01,Yes,Yes,
3233,416,AC9AMU6C01,Yes,Yes,
3234,4249,AC9AMU6C01,Yes,Yes,
3235,5393,AC9AMU6C01,Yes,Yes,
3236,5396,AC9AMU6C01,Yes,Yes,
3237,6789,AC9AMU6C01,Yes,Yes,
3238,515,AC9AMU6D01,Yes,Yes,
3239,5393,AC9AMU6D01,Yes,Yes,
3240,16489,AC9AMU6E01,Yes,Yes,
3241,273,AC9AMU6E01,Yes,Yes,
3242,337,AC9AMU6E01,Yes,Yes,
3243,4370,AC9AMU6E01,Yes,Yes,
3244,5393,AC9AMU6E01,Yes,Yes,
3245,5396,AC9AMU6E01,Yes,Yes,
3246,5416,AC9AMU6E01,Yes,Yes,
3247,6789,AC9AMU6E01,Yes,Yes,
3248,1164,AC9AMU6E02,Yes,Yes,
3249,250,AC9AMU6E02,Yes,Yes,
3250,253,AC9AMU6E02,Yes,Yes,
3251,273,AC9AMU6E02,Yes,Yes,
3252,337,AC9AMU6E02,Yes,Yes,
3253,340,AC9AMU6E02,Yes,Yes,
3254,4671,AC9AMU6E02,Yes,Yes,
3255,5393,AC9AMU6E02,Yes,Yes,
3256,16489,AC9AMU6P01,Yes,Yes,
3257,4249,AC9AMU6P01,Yes,Yes,
3258,5393,AC9AMU6P01,Yes,Yes,
3259,11230,AC9AMU8C01,Yes,Yes,
3260,16489,AC9AMU8C01,Yes,Yes,
3261,337,AC9AMU8C01,Yes,Yes,
3262,4159,AC9AMU8C01,Yes,Yes,
3263,416,AC9AMU8C01,Yes,Yes,
3264,4249,AC9AMU8C01,Yes,Yes,
3265,5393,AC9AMU8C01,Yes,Yes,
3266,11230,AC9AMU8C02,Yes,Yes,
3267,13965,AC9AMU8C02,Yes,Yes,
3268,1796,AC9AMU8C02,Yes,Yes,
3269,4159,AC9AMU8C02,Yes,Yes,
3270,416,AC9AMU8C02,Yes,Yes,
3271,4249,AC9AMU8C02,Yes,Yes,
3272,5393,AC9AMU8C02,Yes,Yes,
3273,16489,AC9AMU8D01,Yes,Yes,
3274,2429,AC9AMU8D01,Yes,Yes,
3275,4159,AC9AMU8D01,Yes,Yes,
3276,5393,AC9AMU8D01,Yes,Yes,
3277,585,AC9AMU8D01,Yes,Yes,
3278,13122,AC9AMU8D02,Yes,Yes,
3279,2429,AC9AMU8D02,Yes,Yes,
3280,4159,AC9AMU8D02,Yes,Yes,
3281,5393,AC9AMU8D02,Yes,Yes,
3282,11230,AC9AMU8E01,Yes,Yes,
3283,15276,AC9AMU8E01,Yes,Yes,
3284,273,AC9AMU8E01,Yes,Yes,
3285,337,AC9AMU8E01,Yes,Yes,
3286,4370,AC9AMU8E01,Yes,Yes,
3287,5393,AC9AMU8E01,Yes,Yes,
3288,8027,AC9AMU8E01,Yes,Yes,
3289,11286,AC9AMU8E02,Yes,Yes,
3290,1164,AC9AMU8E02,Yes,Yes,
3291,16877,AC9AMU8E02,Added,Yes,
3292,16882,AC9AMU8E02,Added,Yes,
3293,1796,AC9AMU8E02,Yes,Yes,
3294,1962,AC9AMU8E02,Yes,Yes,
3295,250,AC9AMU8E02,Yes,Yes,
3296,252,AC9AMU8E02,Yes,Yes,
3297,253,AC9AMU8E02,Yes,Yes,
3298,273,AC9AMU8E02,Yes,Yes,
3299,337,AC9AMU8E02,Yes,Yes,
3300,340,AC9AMU8E02,Yes,Yes,
3301,4159,AC9AMU8E02,Yes,Yes,
3302,4671,AC9AMU8E02,Yes,Yes,
3303,5393,AC9AMU8E02,Yes,Yes,
3304,16489,AC9AMU8P01,Yes,Yes,
3305,337,AC9AMU8P01,Yes,Yes,
3306,5393,AC9AMU8P01,Yes,Yes,
3307,1121,AC9AMUFD01,Yes,Yes,
3308,1556,AC9AMUFD01,Yes,Yes,
3309,5356,AC9AMUFD01,Yes,Yes,
3310,1556,AC9AMUFE01,Yes,Yes,
3311,264,AC9AMUFE01,Yes,Yes,
3312,1978,AC9AMUFP01,Yes,Yes,
3313,16585,AC9AVA10C01,Yes,Yes,
3314,1700,AC9AVA10C01,Yes,Yes,
3315,1979,AC9AVA10C01,Yes,Yes,
3316,9255,AC9AVA10C01,Yes,Yes,
3317,16585,AC9AVA10C02,Yes,Yes,
3318,1660,AC9AVA10C02,Yes,Yes,
3319,1669,AC9AVA10C02,Yes,Yes,
3320,1684,AC9AVA10C02,Yes,Yes,
3321,215,AC9AVA10C02,Yes,Yes,
3322,4371,AC9AVA10C02,Yes,Yes,
3323,16585,AC9AVA10D01,Yes,Yes,
3324,1669,AC9AVA10D01,Yes,Yes,
3325,1684,AC9AVA10D01,Yes,Yes,
3326,1700,AC9AVA10D01,Yes,Yes,
3327,16476,AC9AVA10D02,Yes,Yes,
3328,16585,AC9AVA10D02,Yes,Yes,
3329,1801,AC9AVA10D02,Yes,Yes,
3330,1979,AC9AVA10D02,Yes,Yes,
3331,256,AC9AVA10D02,Yes,Yes,
3332,3976,AC9AVA10D02,Yes,Yes,
3333,4205,AC9AVA10D02,Yes,Yes,
3334,9255,AC9AVA10D02,Yes,Yes,
3335,11286,AC9AVA10E01,Yes,Yes,
3336,15540,AC9AVA10E01,Yes,Yes,
3337,16476,AC9AVA10E01,Yes,Yes,
3338,16877,AC9AVA10E01,Added,Yes,
3339,16882,AC9AVA10E01,Added,Yes,
3340,215,AC9AVA10E01,Yes,Yes,
3341,256,AC9AVA10E01,Yes,Yes,
3342,273,AC9AVA10E01,Yes,Yes,
3343,4370,AC9AVA10E01,Yes,Yes,
3344,4371,AC9AVA10E01,Yes,Yes,
3345,4611,AC9AVA10E01,Yes,Yes,
3346,9255,AC9AVA10E01,Yes,Yes,
3347,1164,AC9AVA10E02,Yes,Yes,
3348,16877,AC9AVA10E02,Added,Yes,
3349,16882,AC9AVA10E02,Added,Yes,
3350,250,AC9AVA10E02,Added,Yes,
3351,252,AC9AVA10E02,Added,Yes,
3352,253,AC9AVA10E02,Added,Yes,
3353,256,AC9AVA10E02,Yes,Yes,
3354,273,AC9AVA10E02,Yes,Yes,
3355,278,AC9AVA10E02,Yes,Yes,
3356,4671,AC9AVA10E02,Yes,Yes,
3357,1672,AC9AVA10P01,Yes,Yes,
3358,11417,AC9AVA2C01,Yes,Yes,
3359,1660,AC9AVA2C01,Yes,Yes,
3360,1669,AC9AVA2C01,Yes,Yes,
3361,1684,AC9AVA2C01,Yes,Yes,
3362,1669,AC9AVA2D01,Yes,Yes,
3363,1684,AC9AVA2D01,Yes,Yes,
3364,11286,AC9AVA2E01,Yes,Yes,
3365,215,AC9AVA2E01,Yes,Yes,
3366,256,AC9AVA2E01,Yes,Yes,
3367,264,AC9AVA2E01,Yes,Yes,
3368,273,AC9AVA2E01,Yes,Yes,
3369,4370,AC9AVA2E01,Yes,Yes,
3370,9255,AC9AVA2E01,Yes,Yes,
3371,1164,AC9AVA2E02,Yes,Yes,
3372,16877,AC9AVA2E02,Added,Yes,
3373,16882,AC9AVA2E02,Added,Yes,
3374,215,AC9AVA2E02,Yes,Yes,
3375,250,AC9AVA2E02,Added,Yes,
3376,252,AC9AVA2E02,Added,Yes,
3377,253,AC9AVA2E02,Added,Yes,
3378,273,AC9AVA2E02,Yes,Yes,
3379,4671,AC9AVA2E02,Yes,Yes,
3380,1979,AC9AVA2P01,Yes,Yes,
3381,215,AC9AVA2P01,Yes,Yes,
3382,1660,AC9AVA4C01,Yes,Yes,
3383,1669,AC9AVA4C01,Yes,Yes,
3384,1684,AC9AVA4C01,Yes,Yes,
3385,1669,AC9AVA4D01,Yes,Yes,
3386,1684,AC9AVA4D01,Yes,Yes,
3387,11286,AC9AVA4E01,Yes,Yes,
3388,1669,AC9AVA4E01,Yes,Yes,
3389,1684,AC9AVA4E01,Yes,Yes,
3390,215,AC9AVA4E01,Yes,Yes,
3391,256,AC9AVA4E01,Yes,Yes,
3392,273,AC9AVA4E01,Yes,Yes,
3393,4370,AC9AVA4E01,Yes,Yes,
3394,9255,AC9AVA4E01,Yes,Yes,
3395,1164,AC9AVA4E02,Yes,Yes,
3396,16877,AC9AVA4E02,Added,Yes,
3397,16882,AC9AVA4E02,Added,Yes,
3398,215,AC9AVA4E02,Yes,Yes,
3399,250,AC9AVA4E02,Added,Yes,
3400,252,AC9AVA4E02,Added,Yes,
3401,253,AC9AVA4E02,Added,Yes,
3402,273,AC9AVA4E02,Yes,Yes,
3403,4671,AC9AVA4E02,Yes,Yes,
3404,1672,AC9AVA4P01,Yes,Yes,
3405,1979,AC9AVA4P01,Yes,Yes,
3406,215,AC9AVA4P01,Yes,Yes,
3407,1660,AC9AVA6C01,Yes,Yes,
3408,1669,AC9AVA6C01,Yes,Yes,
3409,1684,AC9AVA6C01,Yes,Yes,
3410,1669,AC9AVA6D01,Yes,Yes,
3411,1684,AC9AVA6D01,Yes,Yes,
3412,11286,AC9AVA6E01,Yes,Yes,
3413,1669,AC9AVA6E01,Yes,Yes,
3414,1684,AC9AVA6E01,Yes,Yes,
3415,215,AC9AVA6E01,Yes,Yes,
3416,256,AC9AVA6E01,Yes,Yes,
3417,273,AC9AVA6E01,Yes,Yes,
3418,4370,AC9AVA6E01,Yes,Yes,
3419,8818,AC9AVA6E01,Yes,Yes,
3420,9255,AC9AVA6E01,Yes,Yes,
3421,1164,AC9AVA6E02,Yes,Yes,
3422,16877,AC9AVA6E02,Added,Yes,
3423,16882,AC9AVA6E02,Added,Yes,
3424,215,AC9AVA6E02,Yes,Yes,
3425,250,AC9AVA6E02,Added,Yes,
3426,252,AC9AVA6E02,Added,Yes,
3427,253,AC9AVA6E02,Added,Yes,
3428,273,AC9AVA6E02,Yes,Yes,
3429,278,AC9AVA6E02,Yes,Yes,
3430,4671,AC9AVA6E02,Yes,Yes,
3431,1672,AC9AVA6P01,Yes,Yes,
3432,5912,AC9AVA6P01,Yes,Yes,
3433,16585,AC9AVA8C01,Yes,Yes,
3434,1669,AC9AVA8C01,Yes,Yes,
3435,1684,AC9AVA8C01,Yes,Yes,
3436,1700,AC9AVA8C01,Yes,Yes,
3437,9255,AC9AVA8C01,Yes,Yes,
3438,16585,AC9AVA8C02,Yes,Yes,
3439,1660,AC9AVA8C02,Yes,Yes,
3440,1669,AC9AVA8C02,Yes,Yes,
3441,1684,AC9AVA8C02,Yes,Yes,
3442,16585,AC9AVA8D01,Yes,Yes,
3443,1669,AC9AVA8D01,Yes,Yes,
3444,1684,AC9AVA8D01,Yes,Yes,
3445,16585,AC9AVA8D02,Yes,Yes,
3446,1684,AC9AVA8D02,Yes,Yes,
3447,1801,AC9AVA8D02,Yes,Yes,
3448,9255,AC9AVA8D02,Yes,Yes,
3449,11286,AC9AVA8E01,Yes,Yes,
3450,16585,AC9AVA8E01,Yes,Yes,
3451,1669,AC9AVA8E01,Yes,Yes,
3452,1684,AC9AVA8E01,Yes,Yes,
3453,215,AC9AVA8E01,Yes,Yes,
3454,252,AC9AVA8E01,Yes,Yes,
3455,256,AC9AVA8E01,Yes,Yes,
3456,4372,AC9AVA8E01,Yes,Yes,
3457,8818,AC9AVA8E01,Yes,Yes,
3458,9255,AC9AVA8E01,Yes,Yes,
3459,1164,AC9AVA8E02,Yes,Yes,
3460,16877,AC9AVA8E02,Added,Yes,
3461,16882,AC9AVA8E02,Added,Yes,
3462,1962,AC9AVA8E02,Yes,Yes,
3463,250,AC9AVA8E02,Added,Yes,
3464,252,AC9AVA8E02,Added,Yes,
3465,253,AC9AVA8E02,Added,Yes,
3466,273,AC9AVA8E02,Yes,Yes,
3467,278,AC9AVA8E02,Yes,Yes,
3468,4671,AC9AVA8E02,Yes,Yes,
3469,1672,AC9AVA8P01,Yes,Yes,
3470,1979,AC9AVA8P01,Yes,Yes,
3471,5912,AC9AVA8P01,Yes,Yes,
3472,1121,AC9AVAFD01,Yes,Yes,
3473,5356,AC9AVAFD01,Yes,Yes,
3474,1556,AC9AVAFE01,Yes,Yes,
3475,264,AC9AVAFE01,Yes,Yes,
3476,1978,AC9AVAFP01,Yes,Yes,
3477,4411,AC9E10LA01,Yes,Yes,
3478,9310,AC9E10LA01,Yes,Yes,
3479,987,AC9E10LA01,Yes,Yes,
3480,1404,AC9E10LA02,Yes,yes,
3481,786,AC9E10LA02,Yes,yes,
3482,13856,AC9E10LA03,Yes,Yes,
3483,3467,AC9E10LA03,Yes,Yes,
3484,5991,AC9E10LA03,Yes,Yes,
3485,9310,AC9E10LA03,Yes,Yes,
3486,24,AC9E10LA04,Yes,yes,
3487,6663,AC9E10LA04,Yes,yes,
3488,4158,AC9E10LA05,Yes,Yes,
3489,4158,AC9E10LA06,Yes,Yes,
3490,1669,AC9E10LA07,Yes,Yes,
3491,4585,AC9E10LA07,Yes,Yes,
3492,13037,AC9E10LA08,Yes,Yes,
3493,3998,AC9E10LA08,Yes,Yes,
3494,13037,AC9E10LA09,Yes,Yes,
3495,1412,AC9E10LA09,Yes,Yes,
3496,11197,AC9E10LE01,Yes,yes,
3497,1164,AC9E10LE01,Yes,yes,
3498,16922,AC9E10LE01,Added,Aboriginal English literature- change to First Nations,
3499,307,AC9E10LE01,Yes,Aboriginal English literature- change to First Nations,
3500,308,AC9E10LE01,Yes,yes,
3501,308,AC9E10LE02,Yes,Yes,
3502,747,AC9E10LE02,Yes,Yes,
3503,1023,AC9E10LE03,Yes,Yes,
3504,1925,AC9E10LE03,Yes,Yes,
3505,273,AC9E10LE03,Yes,Yes,
3506,747,AC9E10LE03,Yes,Yes,
3507,16922,AC9E10LE04,Added,Yes,
3508,273,AC9E10LE04,Yes,Yes,
3509,308,AC9E10LE04,Yes,Yes,
3510,786,AC9E10LE04,Yes,Yes,
3511,1023,AC9E10LE05,Yes,Yes,
3512,3467,AC9E10LE05,Yes,Yes,
3513,4586,AC9E10LE05,Yes,Yes,
3514,7195,AC9E10LE05,Yes,Yes,
3515,9310,AC9E10LE05,Yes,Yes,
3516,1023,AC9E10LE06,Yes,Yes,
3517,4586,AC9E10LE06,Yes,Yes,
3518,4586,AC9E10LE07,Yes,Yes,
3519,747,AC9E10LE07,Yes,Yes,
3520,1023,AC9E10LE08,Yes,Yes,
3521,3170,AC9E10LE08,Yes,Yes,
3522,3467,AC9E10LE08,Yes,Yes,
3523,4161,AC9E10LE08,Yes,Yes,
3524,7026,AC9E10LE08,Yes,Yes,
3525,4586,AC9E10LY01,Yes,Yes,
3526,1040,AC9E10LY02,Yes,Yes,
3527,1404,AC9E10LY02,Yes,yes,
3528,16922,AC9E10LY02,Added,yes,
3529,4411,AC9E10LY02,Yes,Yes,
3530,7201,AC9E10LY02,Yes,Yes,
3531,1404,AC9E10LY03,Yes,Yes,
3532,16922,AC9E10LY03,Added,Yes,
3533,4586,AC9E10LY03,Yes,Yes,
3534,786,AC9E10LY03,Yes,Yes,
3535,9310,AC9E10LY03,Yes,Yes,
3536,13856,AC9E10LY04,Yes,Yes,
3537,3467,AC9E10LY04,Yes,Yes,
3538,4586,AC9E10LY04,Yes,Yes,
3539,1055,AC9E10LY05,Yes,Yes,
3540,3467,AC9E10LY05,Yes,Yes,
3541,4586,AC9E10LY05,Yes,Yes,
3542,5991,AC9E10LY05,Yes,Yes,
3543,3170,AC9E10LY06,Yes,Yes,
3544,4161,AC9E10LY06,Yes,Yes,
3545,9310,AC9E10LY06,Yes,Yes,
3546,7201,AC9E10LY07,Yes,Yes,
3547,7416,AC9E10LY07,Yes,Yes,
3548,13072,AC9E10LY08,Yes,Yes,
3549,8935,AC9E10LY08,Yes,Yes,
3550,10769,AC9E1LA01,Yes,Yes,
3551,15097,AC9E1LA01,Yes,Yes,
3552,987,AC9E1LA01,Yes,Yes,
3553,10769,AC9E1LA02,Yes,yes,
3554,1404,AC9E1LA02,Yes,Yes,
3555,15097,AC9E1LA02,Yes,yes,
3556,16922,AC9E1LA02,Added,Yes,
3557,13856,AC9E1LA03,Yes,yes,
3558,3467,AC9E1LA03,Yes,Yes,
3559,5991,AC9E1LA03,Yes,yes,
3560,12132,AC9E1LA04,Yes,yes,
3561,24,AC9E1LA04,Yes,yes,
3562,354,AC9E1LA04,Yes,yes,
3563,3467,AC9E1LA05,Yes,Yes,
3564,4158,AC9E1LA06,Yes,yes,
3565,8807,AC9E1LA06,No,no - change to simple sentences,
3566,8808,AC9E1LA06,Added,no - change to simple sentences,
3567,3275,AC9E1LA07,Yes,Yes,
3568,650,AC9E1LA07,Yes,Yes,
3569,7916,AC9E1LA07,Yes,Yes,
3570,1164,AC9E1LA08,Yes,Yes,
3571,1340,AC9E1LA08,Yes,Yes,
3572,2735,AC9E1LA08,Yes,Yes,
3573,3653,AC9E1LA08,Yes,Yes,
3574,650,AC9E1LA09,Yes,yes,
3575,7442,AC9E1LA09,Yes,Yes,
3576,1412,AC9E1LA10,Yes,Yes,
3577,16922,AC9E1LA10,Added,yes,
3578,3273,AC9E1LA10,Yes,yes,
3579,6446,AC9E1LA10,Yes,Yes,
3580,11197,AC9E1LE01,Yes,Yes,
3581,1164,AC9E1LE01,Yes,Yes,
3582,16922,AC9E1LE01,Added,Aboriginal English literature- change to First Nations,
3583,307,AC9E1LE01,Yes,Aboriginal English literature- change to First Nations,
3584,308,AC9E1LE01,Yes,Yes,
3585,1164,AC9E1LE02,Yes,Yes,
3586,1520,AC9E1LE02,Yes,yes,
3587,3867,AC9E1LE02,Yes,Yes,
3588,1164,AC9E1LE03,Yes,Yes,
3589,1520,AC9E1LE03,Yes,yes,
3590,3867,AC9E1LE03,Yes,Yes,
3591,12132,AC9E1LE04,Yes,Yes,
3592,354,AC9E1LE04,Yes,Yes,
3593,6997,AC9E1LE04,Yes,Yes,
3594,1121,AC9E1LE05,No,no-remove,
3595,4161,AC9E1LE05,Yes,Yes,
3596,7026,AC9E1LE05,Yes,Yes,
3597,15097,AC9E1LY02,Yes,Yes,
3598,4411,AC9E1LY02,Yes,Yes,
3599,7201,AC9E1LY02,Yes,Yes,
3600,987,AC9E1LY02,Yes,Yes,
3601,13856,AC9E1LY03,Yes,Yes,
3602,3467,AC9E1LY03,Yes,Yes,
3603,5991,AC9E1LY03,Yes,Yes,
3604,1055,AC9E1LY04,Yes,Yes,
3605,13067,AC9E1LY04,Yes,Yes,
3606,10403,AC9E1LY05,Yes,Yes,
3607,1055,AC9E1LY05,Yes,Yes,
3608,3170,AC9E1LY06,Yes,Yes,
3609,4161,AC9E1LY06,Yes,yes,
3610,9310,AC9E1LY06,Yes,Yes,
3611,7201,AC9E1LY07,Yes,Yes,
3612,7416,AC9E1LY07,Yes,Yes,
3613,3081,AC9E1LY08,Yes,Yes,
3614,13067,AC9E1LY09,Yes,Yes,
3615,7201,AC9E1LY09,Yes,Yes,
3616,13067,AC9E1LY10,Yes,Yes,
3617,7201,AC9E1LY10,Yes,Yes,
3618,13067,AC9E1LY11,Yes,Yes,
3619,8935,AC9E1LY11,Yes,Yes,
3620,13067,AC9E1LY12,Yes,Yes,
3621,8935,AC9E1LY13,Yes,Yes,
3622,13067,AC9E1LY14,Yes,Yes,
3623,3274,AC9E1LY15,Yes,Yes,
3624,15097,AC9E2LA01,Yes,Yes,
3625,987,AC9E2LA01,Yes,Yes,
3626,1404,AC9E2LA02,Yes,Yes,
3627,15097,AC9E2LA02,Yes,Yes,
3628,13856,AC9E2LA03,Yes,Yes,
3629,3467,AC9E2LA03,Yes,Yes,
3630,5991,AC9E2LA03,Yes,Yes,
3631,24,AC9E2LA04,Yes,yes,
3632,8134,AC9E2LA04,Yes,Yes,
3633,3467,AC9E2LA05,Yes,Yes,
3634,4158,AC9E2LA06,Yes,Yes,
3635,13000,AC9E2LA07,Yes,Yes,
3636,3275,AC9E2LA07,Yes,Yes,
3637,4158,AC9E2LA07,Yes,Yes,
3638,7916,AC9E2LA07,Yes,Yes,
3639,1164,AC9E2LA08,Yes,Yes,
3640,1340,AC9E2LA08,Yes,Yes,
3641,2735,AC9E2LA08,Yes,Yes,
3642,3653,AC9E2LA08,Yes,Yes,
3643,650,AC9E2LA09,Yes,Yes,
3644,7442,AC9E2LA09,Yes,Yes,
3645,1412,AC9E2LA10,Yes,Yes,
3646,3273,AC9E2LA10,Yes,yes,
3647,11197,AC9E2LE01,Yes,Yes,
3648,1164,AC9E2LE01,Yes,Yes,
3649,307,AC9E2LE01,Yes,Aboriginal English literature- change to First Nations,
3650,308,AC9E2LE01,Yes,Yes,
3651,1164,AC9E2LE02,Yes,Yes,
3652,1520,AC9E2LE02,Yes,yes,
3653,3867,AC9E2LE02,Yes,Yes,
3654,1164,AC9E2LE03,Yes,Yes,
3655,1520,AC9E2LE03,Yes,yes,
3656,3867,AC9E2LE03,Yes,Yes,
3657,12132,AC9E2LE04,No,no - change to word play,
3658,13413,AC9E2LE04,Added,no - change to word play,
3659,354,AC9E2LE04,Yes,Yes,
3660,6997,AC9E2LE04,Yes,Yes,
3661,3170,AC9E2LE05,Yes,Yes,
3662,3467,AC9E2LE05,Yes,Yes,
3663,4161,AC9E2LE05,Yes,Yes,
3664,7026,AC9E2LE05,Yes,Yes,
3665,9310,AC9E2LE05,Yes,Yes,
3666,13856,AC9E2LY01,Yes,Yes,
3667,5991,AC9E2LY01,Yes,Yes,
3668,15097,AC9E2LY02,Yes,Yes,
3669,4411,AC9E2LY02,Yes,Yes,
3670,7201,AC9E2LY02,Yes,Yes,
3671,987,AC9E2LY02,Yes,Yes,
3672,13856,AC9E2LY03,Yes,Yes,
3673,5991,AC9E2LY03,Yes,Yes,
3674,9310,AC9E2LY03,Yes,Yes,
3675,1055,AC9E2LY04,Yes,Yes,
3676,13067,AC9E2LY04,Yes,Yes,
3677,1055,AC9E2LY05,Yes,Yes,
3678,3170,AC9E2LY06,Yes,Yes,
3679,4161,AC9E2LY06,Yes,Yes,
3680,9310,AC9E2LY06,Yes,Yes,
