id,scot,mrac,validity,comment,proposedterm
6483,6407,AC9LF6C05,Yes,,
6484,6407,AC9LF6U01,Yes,,
6485,7200,AC9LF6U01,Yes,,
6486,8932,AC9LF6U01,Yes,,
6487,9347,AC9LF6U01,Yes,,
6488,13010,AC9LF6U02,Yes,,
6489,3467,AC9LF6U02,Yes,,
6490,6407,AC9LF6U02,Yes,,
6491,7442,AC9LF6U02,Yes,,
6492,13037,AC9LF6U03,Yes,,
6493,6407,AC9LF6U03,Yes,,
6494,9366,AC9LF6U03,Yes,,
6495,1962,AC9LF6U04,Yes,,
6496,278,AC9LF6U04,Yes,,
6497,6407,AC9LF6U04,Yes,,
6498,1404,AC9LF8C01,Yes,,
6499,362,AC9LF8C01,Yes,,
6500,6407,AC9LF8C01,Yes,,
6501,8615,AC9LF8C01,Yes,,
6502,3017,AC9LF8C02,Yes,,
6503,4278,AC9LF8C02,Yes,,
6504,4279,AC9LF8C02,Yes,,
6505,6407,AC9LF8C02,Yes,,
6506,1656,AC9LF8C03,Yes,,
6507,4370,AC9LF8C03,Yes,,
6508,6407,AC9LF8C03,Yes,,
6509,7988,AC9LF8C03,Yes,,
6510,14151,AC9LF8C04,Yes,,
6511,4103,AC9LF8C04,Yes,,
6512,4611,AC9LF8C04,Yes,,
6513,6407,AC9LF8C04,Yes,,
6514,15065,AC9LF8C05,Yes,,
6515,15555,AC9LF8C05,Yes,,
6516,4161,AC9LF8C05,Yes,,
6517,1404,AC9LF8EC01,Yes,,
6518,362,AC9LF8EC01,Yes,,
6519,4103,AC9LF8EC01,Yes,,
6520,6407,AC9LF8EC01,Yes,,
6521,11516,AC9LF8EC02,Yes,,
6522,6407,AC9LF8EC02,Yes,,
6523,6701,AC9LF8EC02,Yes,,
6524,7136,AC9LF8EC02,Yes,,
6525,11516,AC9LF8EC03,Yes,,
6526,3017,AC9LF8EC03,Yes,,
6527,554,AC9LF8EC03,Yes,,
6528,6407,AC9LF8EC03,Yes,,
6529,1656,AC9LF8EC04,Yes,,
6530,4370,AC9LF8EC04,Yes,,
6531,5991,AC9LF8EC04,Yes,,
6532,6407,AC9LF8EC04,Yes,,
6533,14151,AC9LF8EC05,Yes,,
6534,4370,AC9LF8EC05,Yes,,
6535,4586,AC9LF8EC05,Yes,,
6536,6407,AC9LF8EC05,Yes,,
6537,15065,AC9LF8EC06,Yes,,
6538,3467,AC9LF8EC06,Yes,,
6539,4161,AC9LF8EC06,Yes,,
6540,15085,AC9LF8EU01,Yes,,
6541,6407,AC9LF8EU01,Yes,,
6542,7200,AC9LF8EU01,Yes,,
6543,7251,AC9LF8EU01,Yes,,
6544,8932,AC9LF8EU01,Yes,,
6545,4158,AC9LF8EU02,Yes,,
6546,6407,AC9LF8EU02,Yes,,
6547,6666,AC9LF8EU02,Yes,,
6548,13037,AC9LF8EU03,Yes,,
6549,13075,AC9LF8EU03,Yes,,
6550,15097,AC9LF8EU03,Yes,,
6551,9366,AC9LF8EU03,Yes,,
6552,278,AC9LF8EU04,Yes,,
6553,362,AC9LF8EU04,Yes,,
6554,4661,AC9LF8EU04,Yes,,
6555,6407,AC9LF8EU04,Yes,,
6556,15085,AC9LF8U01,Yes,,
6557,7200,AC9LF8U01,Yes,,
6558,7250,AC9LF8U01,Yes,,
6559,8932,AC9LF8U01,Yes,,
6560,9351,AC9LF8U01,Yes,,
6561,16652,AC9LF8U02,Yes,,
6562,7250,AC9LF8U02,Yes,,
6563,13037,AC9LF8U03,Yes,,
6564,13075,AC9LF8U03,Yes,,
6565,15565,AC9LF8U03,Yes,,
6566,9366,AC9LF8U03,Yes,,
6567,362,AC9LF8U04,Yes,,
6568,4661,AC9LF8U04,Yes,,
6569,6407,AC9LF8U04,Yes,,
6570,1121,AC9LFF01,Yes,,
6571,362,AC9LFF01,Yes,,
6572,6701,AC9LFF01,Yes,,
6573,10037,AC9LFF02,Yes,,
6574,9310,AC9LFF02,Yes,,
6575,9351,AC9LFF02,Yes,,
6576,1962,AC9LFF03,Yes,,
6577,278,AC9LFF03,Yes,,
6578,4611,AC9LFF03,Yes,,
6579,13037,AC9LIT10C01,Yes,,
6580,1404,AC9LIT10C01,Yes,,
6581,362,AC9LIT10C01,Yes,,
6582,7243,AC9LIT10C01,Yes,,
6583,1404,AC9LIT10C02,Yes,,
6584,3017,AC9LIT10C02,Yes,,
6585,4278,AC9LIT10C02,Yes,,
6586,4279,AC9LIT10C02,Yes,,
6587,7243,AC9LIT10C02,Yes,,
6588,13856,AC9LIT10C03,Yes,,
6589,1656,AC9LIT10C03,Yes,,
6590,5991,AC9LIT10C03,Yes,,
6591,7243,AC9LIT10C03,Yes,,
6592,14151,AC9LIT10C04,Yes,,
6593,4103,AC9LIT10C04,Yes,,
6594,4370,AC9LIT10C04,Yes,,
6595,7243,AC9LIT10C04,Yes,,
6596,1023,AC9LIT10C05,Yes,,
6597,13856,AC9LIT10C05,Yes,,
6598,4161,AC9LIT10C05,Yes,,
6599,7246,AC9LIT10C05,Yes,,
6600,1404,AC9LIT10EC01,Yes,,
6601,15358,AC9LIT10EC01,Yes,,
6602,362,AC9LIT10EC01,Yes,,
6603,7243,AC9LIT10EC01,Yes,,
6604,1404,AC9LIT10EC02,Yes,,
6605,4412,AC9LIT10EC02,Yes,,
6606,4586,AC9LIT10EC02,Yes,,
6607,7243,AC9LIT10EC02,Yes,,
6608,8615,AC9LIT10EC02,Yes,,
6609,1404,AC9LIT10EC03,Yes,,
6610,3017,AC9LIT10EC03,Yes,,
6611,4278,AC9LIT10EC03,Yes,,
6612,4279,AC9LIT10EC03,Yes,,
6613,7243,AC9LIT10EC03,Yes,,
6614,1656,AC9LIT10EC04,Yes,,
6615,4370,AC9LIT10EC04,Yes,,
6616,5991,AC9LIT10EC04,Yes,,
6617,7243,AC9LIT10EC04,Yes,,
6618,14151,AC9LIT10EC05,Yes,,
6619,4103,AC9LIT10EC05,Yes,,
6620,4370,AC9LIT10EC05,Yes,,
6621,7243,AC9LIT10EC05,Yes,,
6622,1023,AC9LIT10EC06,Yes,,
6623,13856,AC9LIT10EC06,Yes,,
6624,4161,AC9LIT10EC06,Yes,,
6625,5991,AC9LIT10EC06,Yes,,
6626,7200,AC9LIT10EU01,Yes,,
6627,7243,AC9LIT10EU01,Yes,,
6628,7251,AC9LIT10EU01,Yes,,
6629,8932,AC9LIT10EU01,Yes,,
6630,13055,AC9LIT10EU02,Yes,,
6631,13379,AC9LIT10EU02,Yes,,
6632,15371,AC9LIT10EU02,Yes,,
6633,16660,AC9LIT10EU02,Yes,,
6634,13075,AC9LIT10EU03,Yes,,
6635,15065,AC9LIT10EU03,Yes,,
6636,15097,AC9LIT10EU03,Yes,,
6637,7243,AC9LIT10EU03,Yes,,
6638,9366,AC9LIT10EU03,Yes,,
6639,278,AC9LIT10EU04,Yes,,
6640,362,AC9LIT10EU04,Yes,,
6641,4611,AC9LIT10EU04,Yes,,
6642,1161,AC9LIT10U01,Yes,,
6643,15085,AC9LIT10U01,Yes,,
6644,7243,AC9LIT10U01,Yes,,
6645,7251,AC9LIT10U01,Yes,,
6646,8932,AC9LIT10U01,Yes,,
6647,15085,AC9LIT10U02,Yes,,
6648,15340,AC9LIT10U02,Yes,,
6649,15567,AC9LIT10U02,Yes,,
6650,16518,AC9LIT10U02,Added,,
6651,9310,AC9LIT10U02,Yes,,
6652,13075,AC9LIT10U03,Yes,,
6653,15065,AC9LIT10U03,Yes,,
6654,15097,AC9LIT10U03,Yes,,
6655,6407,AC9LIT10U03,Yes,,
6656,9366,AC9LIT10U03,Yes,,
6657,278,AC9LIT10U04,Yes,,
6658,362,AC9LIT10U04,Yes,,
6659,6407,AC9LIT10U04,Yes,,
6660,362,AC9LIT2C01,Yes,,
6661,6701,AC9LIT2C01,Yes,,
6662,7136,AC9LIT2C01,Yes,,
6663,7243,AC9LIT2C01,Yes,,
6664,10037,AC9LIT2C02,Yes,,
6665,3975,AC9LIT2C02,Yes,,
6666,550,AC9LIT2C02,Yes,,
6667,574,AC9LIT2C02,Yes,,
6668,7243,AC9LIT2C02,Yes,,
6669,4138,AC9LIT2C03,Yes,,
6670,550,AC9LIT2C03,Yes,,
6671,5991,AC9LIT2C03,Yes,,
6672,7243,AC9LIT2C03,Yes,,
6673,14151,AC9LIT2C04,Yes,,
6674,4370,AC9LIT2C04,Yes,,
6675,4611,AC9LIT2C04,Yes,,
6676,6701,AC9LIT2C04,Yes,,
6677,7243,AC9LIT2C04,Yes,,
6678,15555,AC9LIT2C05,Yes,,
6679,4161,AC9LIT2C05,Yes,,
6680,5991,AC9LIT2C05,Yes,,
6681,7243,AC9LIT2C05,Yes,,
6682,15085,AC9LIT2U01,Yes,Yes,
6683,7200,AC9LIT2U01,Yes,,
6684,9347,AC9LIT2U01,Yes,,
6685,13009,AC9LIT2U02,Yes,,
6686,649,AC9LIT2U02,Yes,,
6687,7243,AC9LIT2U02,Yes,,
6688,13075,AC9LIT2U03,Yes,,
6689,7243,AC9LIT2U03,Yes,,
6690,9310,AC9LIT2U03,Yes,,
6691,9366,AC9LIT2U03,Yes,,
6692,1962,AC9LIT2U04,Yes,,
6693,278,AC9LIT2U04,Yes,,
6694,4611,AC9LIT2U04,Yes,,
6695,1404,AC9LIT4C01,Yes,,
6696,362,AC9LIT4C01,Yes,,
6697,7243,AC9LIT4C01,Yes,,
6698,8615,AC9LIT4C01,Yes,,
6699,10037,AC9LIT4C02,Yes,,
6700,11516,AC9LIT4C02,Yes,,
6701,3017,AC9LIT4C02,Yes,,
6702,7243,AC9LIT4C02,Yes,,
6703,1656,AC9LIT4C03,Yes,,
6704,4138,AC9LIT4C03,Yes,,
6705,5991,AC9LIT4C03,Yes,,
6706,7243,AC9LIT4C03,Yes,,
6707,14151,AC9LIT4C04,Yes,,
6708,4370,AC9LIT4C04,Yes,,
6709,7243,AC9LIT4C04,Yes,,
6710,15555,AC9LIT4C05,Yes,,
6711,4161,AC9LIT4C05,Yes,,
6712,5991,AC9LIT4C05,Yes,,
6713,7243,AC9LIT4C05,Yes,,
6714,7200,AC9LIT4U01,Yes,,
6715,7243,AC9LIT4U01,Yes,,
6716,7246,AC9LIT4U01,Yes,,
6717,9350,AC9LIT4U01,Yes,,
6718,13000,AC9LIT4U02,Yes,,
6719,13112,AC9LIT4U02,Yes,,
6720,7243,AC9LIT4U02,Yes,,
6721,8536,AC9LIT4U02,Yes,,
6722,13037,AC9LIT4U03,Yes,,
6723,7243,AC9LIT4U03,Yes,,
6724,9310,AC9LIT4U03,Yes,,
6725,9366,AC9LIT4U03,Yes,,
6726,278,AC9LIT4U04,Yes,,
6727,362,AC9LIT4U04,Yes,,
6728,7243,AC9LIT4U04,Yes,,
6729,1404,AC9LIT6C01,Yes,,
6730,362,AC9LIT6C01,Yes,,
6731,7243,AC9LIT6C01,Yes,,
6732,8615,AC9LIT6C01,Yes,,
6733,11516,AC9LIT6C02,Yes,,
6734,3017,AC9LIT6C02,Yes,,
6735,4278,AC9LIT6C02,Yes,,
6736,7243,AC9LIT6C02,Yes,,
6737,1656,AC9LIT6C03,Yes,,
6738,5991,AC9LIT6C03,Yes,,
6739,7988,AC9LIT6C03,Yes,,
6740,14151,AC9LIT6C04,Yes,,
6741,4103,AC9LIT6C04,Yes,,
6742,4370,AC9LIT6C04,Yes,,
6743,7243,AC9LIT6C04,Yes,,
6744,15555,AC9LIT6C05,Yes,,
6745,4161,AC9LIT6C05,Yes,,
6746,5991,AC9LIT6C05,Yes,,
6747,7243,AC9LIT6C05,Yes,,
6748,1161,AC9LIT6U01,Yes,,
6749,7200,AC9LIT6U01,Yes,,
6750,7243,AC9LIT6U01,Yes,,
6751,13010,AC9LIT6U02,Yes,,
6752,16660,AC9LIT6U02,Yes,,
6753,16669,AC9LIT6U02,Yes,,
6754,7243,AC9LIT6U02,Yes,,
6755,13037,AC9LIT6U03,Yes,,
6756,15565,AC9LIT6U03,Yes,,
6757,7243,AC9LIT6U03,Yes,,
6758,9366,AC9LIT6U03,Yes,,
6759,1962,AC9LIT6U04,Yes,,
6760,278,AC9LIT6U04,Yes,,
6761,7243,AC9LIT6U04,Yes,,
6762,1404,AC9LIT8C01,Yes,,
6763,362,AC9LIT8C01,Yes,,
6764,7243,AC9LIT8C01,Yes,,
6765,8615,AC9LIT8C01,Yes,,
6766,3017,AC9LIT8C02,Yes,,
6767,4278,AC9LIT8C02,Yes,,
6768,4279,AC9LIT8C02,Yes,,
6769,7243,AC9LIT8C02,Yes,,
6770,1656,AC9LIT8C03,Yes,,
6771,4370,AC9LIT8C03,Yes,,
6772,7243,AC9LIT8C03,Yes,,
6773,7988,AC9LIT8C03,Yes,,
6774,14151,AC9LIT8C04,Yes,,
6775,4103,AC9LIT8C04,Yes,,
6776,4611,AC9LIT8C04,Yes,,
6777,7243,AC9LIT8C04,Yes,,
6778,15065,AC9LIT8C05,Yes,,
6779,4161,AC9LIT8C05,Yes,,
6780,7248,AC9LIT8C05,Yes,,
6781,7442,AC9LIT8C05,Yes,,
6782,1404,AC9LIT8EC01,Yes,,
6783,362,AC9LIT8EC01,Yes,,
6784,4103,AC9LIT8EC01,Yes,,
6785,7243,AC9LIT8EC01,Yes,,
6786,11516,AC9LIT8EC02,Yes,,
6787,6701,AC9LIT8EC02,Yes,,
6788,7136,AC9LIT8EC02,Yes,,
6789,7243,AC9LIT8EC02,Yes,,
6790,11516,AC9LIT8EC03,Yes,,
6791,3017,AC9LIT8EC03,Yes,,
6792,554,AC9LIT8EC03,Yes,,
6793,7243,AC9LIT8EC03,Yes,,
6794,1656,AC9LIT8EC04,Yes,,
6795,4370,AC9LIT8EC04,Yes,,
6796,5991,AC9LIT8EC04,Yes,,
6797,7243,AC9LIT8EC04,Yes,,
6798,14151,AC9LIT8EC05,Yes,,
6799,4370,AC9LIT8EC05,Yes,,
6800,4586,AC9LIT8EC05,Yes,,
6801,7243,AC9LIT8EC05,Yes,,
6802,15065,AC9LIT8EC06,Yes,,
6803,4161,AC9LIT8EC06,Yes,,
6804,7442,AC9LIT8EC06,Yes,,
6805,7200,AC9LIT8EU01,Yes,,
6806,7243,AC9LIT8EU01,Yes,,
6807,7251,AC9LIT8EU01,Yes,,
6808,8932,AC9LIT8EU01,Yes,,
6809,13000,AC9LIT8EU02,Yes,,
6810,13009,AC9LIT8EU02,Yes,,
6811,13010,AC9LIT8EU02,Yes,,
6812,16669,AC9LIT8EU02,Yes,,
6813,13037,AC9LIT8EU03,Yes,,
6814,15097,AC9LIT8EU03,Yes,,
6815,15565,AC9LIT8EU03,Yes,,
6816,9366,AC9LIT8EU03,Yes,,
6817,278,AC9LIT8EU04,Yes,,
6818,362,AC9LIT8EU04,Yes,,
6819,4661,AC9LIT8EU04,Yes,,
6820,7243,AC9LIT8EU04,Yes,,
6821,7200,AC9LIT8U01,Yes,,
6822,7243,AC9LIT8U01,Yes,,
6823,7251,AC9LIT8U01,Yes,,
6824,8932,AC9LIT8U01,Yes,,
6825,13009,AC9LIT8U02,Yes,,
6826,13379,AC9LIT8U02,Yes,,
6827,15334,AC9LIT8U02,Yes,,
6828,16660,AC9LIT8U02,Yes,,
6829,13037,AC9LIT8U03,Yes,,
6830,15097,AC9LIT8U03,Yes,,
6831,15565,AC9LIT8U03,Yes,,
6832,9366,AC9LIT8U03,Yes,,
6833,278,AC9LIT8U04,Yes,,
6834,362,AC9LIT8U04,Yes,,
6835,4661,AC9LIT8U04,Yes,,
6836,7243,AC9LIT8U04,Yes,,
6837,1121,AC9LITF01,Yes,,
6838,362,AC9LITF01,Yes,,
6839,6701,AC9LITF01,Yes,,
6840,7243,AC9LITF01,Yes,,
6841,10037,AC9LITF02,Yes,,
6842,15565,AC9LITF02,Yes,,
6843,7243,AC9LITF02,Yes,,
6844,1962,AC9LITF03,Yes,,
6845,278,AC9LITF03,Yes,,
6846,4611,AC9LITF03,Yes,,
6847,7243,AC9LITF03,Yes,,
6848,1404,AC9LJ10C01,Yes,,
6849,15358,AC9LJ10C01,Yes,,
6850,362,AC9LJ10C01,Yes,,
6851,7250,AC9LJ10C01,Yes,,
6852,1404,AC9LJ10C02,Yes,,
6853,3017,AC9LJ10C02,Yes,,
6854,4278,AC9LJ10C02,Yes,,
6855,4279,AC9LJ10C02,Yes,,
6856,7250,AC9LJ10C02,Yes,,
6857,13856,AC9LJ10C03,Yes,,
6858,1656,AC9LJ10C03,Yes,,
6859,5991,AC9LJ10C03,Yes,,
6860,7250,AC9LJ10C03,Yes,,
6861,14151,AC9LJ10C04,Yes,,
6862,4103,AC9LJ10C04,Yes,,
6863,4370,AC9LJ10C04,Yes,,
6864,7250,AC9LJ10C04,Yes,,
6865,1023,AC9LJ10C05,Yes,,
6866,13856,AC9LJ10C05,Yes,,
6867,4161,AC9LJ10C05,Yes,,
6868,7246,AC9LJ10C05,Yes,,
6869,1404,AC9LJ10EC01,Yes,,
6870,15358,AC9LJ10EC01,Yes,,
6871,362,AC9LJ10EC01,Yes,,
6872,7250,AC9LJ10EC01,Yes,,
6873,1404,AC9LJ10EC02,Yes,,
6874,4412,AC9LJ10EC02,Yes,,
6875,4586,AC9LJ10EC02,Yes,,
6876,7250,AC9LJ10EC02,Yes,,
6877,8615,AC9LJ10EC02,Yes,,
6878,1404,AC9LJ10EC03,Yes,,
6879,3017,AC9LJ10EC03,Yes,,
6880,4278,AC9LJ10EC03,Yes,,
6881,4279,AC9LJ10EC03,Yes,,
6882,7250,AC9LJ10EC03,Yes,,
6883,1656,AC9LJ10EC04,Yes,,
6884,4370,AC9LJ10EC04,Yes,,
6885,5991,AC9LJ10EC04,Yes,,
6886,7250,AC9LJ10EC04,Yes,,
6887,14151,AC9LJ10EC05,Yes,,
6888,4103,AC9LJ10EC05,Yes,,
6889,4370,AC9LJ10EC05,Yes,,
6890,7250,AC9LJ10EC05,Yes,,
6891,13856,AC9LJ10EC06,Yes,,
6892,4161,AC9LJ10EC06,Yes,,
6893,5991,AC9LJ10EC06,Yes,,
6894,7246,AC9LJ10EC06,Yes,,
6895,1161,AC9LJ10EU01,Yes,,
6896,7250,AC9LJ10EU01,Yes,,
6897,7251,AC9LJ10EU01,Yes,,
6898,9315,AC9LJ10EU01,Yes,,
6899,9334,AC9LJ10EU01,Yes,,
6900,15341,AC9LJ10EU02,Yes,,
6901,7246,AC9LJ10EU02,Yes,,
6902,7248,AC9LJ10EU02,Yes,,
6903,9310,AC9LJ10EU02,Yes,,
6904,13075,AC9LJ10EU03,Yes,,
6905,15065,AC9LJ10EU03,Yes,,
6906,15097,AC9LJ10EU03,Yes,,
6907,7250,AC9LJ10EU03,Yes,,
6908,278,AC9LJ10EU04,Yes,,
6909,362,AC9LJ10EU04,Yes,,
6910,4611,AC9LJ10EU04,Yes,,
6911,1161,AC9LJ10U01,Yes,,
6912,7251,AC9LJ10U01,Yes,,
6913,9315,AC9LJ10U01,Yes,,
6914,9334,AC9LJ10U01,Yes,,
6915,15341,AC9LJ10U02,Yes,,
6916,3671,AC9LJ10U02,Yes,,
6917,7246,AC9LJ10U02,Yes,,
6918,9310,AC9LJ10U02,Yes,,
6919,13075,AC9LJ10U03,Yes,,
6920,15065,AC9LJ10U03,Yes,,
6921,15097,AC9LJ10U03,Yes,,
6922,7250,AC9LJ10U03,Yes,,
6923,9366,AC9LJ10U03,Yes,,
6924,278,AC9LJ10U04,Yes,,
6925,362,AC9LJ10U04,Yes,,
6926,7250,AC9LJ10U04,Yes,,
6927,362,AC9LJ2C01,Yes,,
6928,6701,AC9LJ2C01,Yes,,
6929,7136,AC9LJ2C01,Yes,,
6930,7250,AC9LJ2C01,Yes,,
6931,10037,AC9LJ2C02,Yes,,
6932,3975,AC9LJ2C02,Yes,,
6933,550,AC9LJ2C02,Yes,,
6934,574,AC9LJ2C02,Yes,,
6935,7250,AC9LJ2C02,Yes,,
6936,4138,AC9LJ2C03,Yes,,
6937,550,AC9LJ2C03,Yes,,
6938,5991,AC9LJ2C03,Yes,,
6939,7250,AC9LJ2C03,Yes,,
6940,14151,AC9LJ2C04,Yes,,
6941,4370,AC9LJ2C04,Yes,,
6942,4611,AC9LJ2C04,Yes,,
6943,6701,AC9LJ2C04,Yes,,
6944,7250,AC9LJ2C04,Yes,,
6945,15555,AC9LJ2C05,Yes,,
6946,4161,AC9LJ2C05,Yes,,
6947,5991,AC9LJ2C05,Yes,,
6948,7246,AC9LJ2C05,Yes,,
6949,7250,AC9LJ2C05,Yes,,
6950,16685,AC9LJ2U01,Yes,,
6951,7200,AC9LJ2U01,Yes,,
6952,7246,AC9LJ2U01,Yes,,
6953,7251,AC9LJ2U01,Yes,,
6954,4158,AC9LJ2U02,Yes,,
6955,7246,AC9LJ2U02,Yes,,
6956,7250,AC9LJ2U02,Yes,,
6957,9310,AC9LJ2U02,Yes,,
6958,13075,AC9LJ2U03,Yes,,
6959,7250,AC9LJ2U03,Yes,,
6960,9310,AC9LJ2U03,Yes,,
6961,9366,AC9LJ2U03,Yes,,
6962,1962,AC9LJ2U04,Yes,,
6963,278,AC9LJ2U04,Yes,,
6964,4611,AC9LJ2U04,Yes,,
6965,1404,AC9LJ4C01,Yes,,
6966,362,AC9LJ4C01,Yes,,
6967,7250,AC9LJ4C01,Yes,,
6968,8615,AC9LJ4C01,Yes,,
6969,10037,AC9LJ4C02,Yes,,
6970,11516,AC9LJ4C02,Yes,,
6971,3017,AC9LJ4C02,Yes,,
6972,7250,AC9LJ4C02,Yes,,
6973,1656,AC9LJ4C03,Yes,,
6974,4138,AC9LJ4C03,Yes,,
6975,5991,AC9LJ4C03,Yes,,
6976,7250,AC9LJ4C03,Yes,,
6977,14151,AC9LJ4C04,Yes,,
6978,4370,AC9LJ4C04,Yes,,
6979,7250,AC9LJ4C04,Yes,,
6980,15555,AC9LJ4C05,Yes,,
6981,4161,AC9LJ4C05,Yes,,
6982,5991,AC9LJ4C05,Yes,,
6983,7246,AC9LJ4C05,Yes,,
6984,7250,AC9LJ4C05,Yes,,
6985,16685,AC9LJ4U01,Yes,,
6986,7251,AC9LJ4U01,Yes,,
6987,9350,AC9LJ4U01,Yes,,
6988,7246,AC9LJ4U02,Yes,,
6989,7250,AC9LJ4U02,Yes,,
6990,9310,AC9LJ4U02,Yes,,
6991,13037,AC9LJ4U03,Yes,,
6992,7250,AC9LJ4U03,Yes,,
6993,9310,AC9LJ4U03,Yes,,
6994,9366,AC9LJ4U03,Yes,,
6995,278,AC9LJ4U04,Yes,,
6996,362,AC9LJ4U04,Yes,,
6997,7250,AC9LJ4U04,Yes,,
6998,1404,AC9LJ6C01,Yes,,
6999,362,AC9LJ6C01,Yes,,
7000,7250,AC9LJ6C01,Yes,,
7001,8615,AC9LJ6C01,Yes,,
7002,11516,AC9LJ6C02,Yes,,
7003,3017,AC9LJ6C02,Yes,,
7004,4278,AC9LJ6C02,Yes,,
7005,7250,AC9LJ6C02,Yes,,
7006,1656,AC9LJ6C03,Yes,,
7007,5991,AC9LJ6C03,Yes,,
7008,7988,AC9LJ6C03,Yes,,
7009,14151,AC9LJ6C04,Yes,,
7010,4103,AC9LJ6C04,Yes,,
7011,4370,AC9LJ6C04,Yes,,
7012,7250,AC9LJ6C04,Yes,,
7013,15555,AC9LJ6C05,Yes,,
7014,4161,AC9LJ6C05,Yes,,
7015,5991,AC9LJ6C05,Yes,,
7016,7246,AC9LJ6C05,Yes,,
7017,7250,AC9LJ6C05,Yes,,
7018,1161,AC9LJ6U01,Yes,,
7019,7200,AC9LJ6U01,Yes,,
7020,7251,AC9LJ6U01,Yes,,
7021,7256,AC9LJ6U01,Yes,,
7022,3467,AC9LJ6U02,Yes,,
7023,7250,AC9LJ6U02,Yes,,
7024,7442,AC9LJ6U02,Yes,,
7025,9310,AC9LJ6U02,Yes,,
7026,13037,AC9LJ6U03,Yes,,
7027,13075,AC9LJ6U03,Yes,,
7028,7250,AC9LJ6U03,Yes,,
7029,9366,AC9LJ6U03,Yes,,
7030,1962,AC9LJ6U04,Yes,,
7031,278,AC9LJ6U04,Yes,,
7032,7250,AC9LJ6U04,Yes,,
7033,1404,AC9LJ8C01,Yes,,
7034,362,AC9LJ8C01,Yes,,
7035,7250,AC9LJ8C01,Yes,,
7036,8615,AC9LJ8C01,Yes,,
7037,3017,AC9LJ8C02,Yes,,
7038,4278,AC9LJ8C02,Yes,,
7039,4279,AC9LJ8C02,Yes,,
7040,7250,AC9LJ8C02,Yes,,
7041,1656,AC9LJ8C03,Yes,,
7042,4370,AC9LJ8C03,Yes,,
7043,7250,AC9LJ8C03,Yes,,
7044,7988,AC9LJ8C03,Yes,,
7045,14151,AC9LJ8C04,Yes,,
7046,4103,AC9LJ8C04,Yes,,
7047,4611,AC9LJ8C04,Yes,,
7048,7250,AC9LJ8C04,Yes,,
7049,15065,AC9LJ8C05,Yes,,
7050,4161,AC9LJ8C05,Yes,,
7051,7248,AC9LJ8C05,Yes,,
7052,7251,AC9LJ8C05,Yes,,
7053,1404,AC9LJ8EC01,Yes,,
7054,362,AC9LJ8EC01,Yes,,
7055,4103,AC9LJ8EC01,Yes,,
7056,7250,AC9LJ8EC01,Yes,,
7057,11516,AC9LJ8EC02,Yes,,
7058,6701,AC9LJ8EC02,Yes,,
7059,7136,AC9LJ8EC02,Yes,,
7060,7250,AC9LJ8EC02,Yes,,
7061,11516,AC9LJ8EC03,Yes,,
7062,3017,AC9LJ8EC03,Yes,,
7063,554,AC9LJ8EC03,Yes,,
7064,7250,AC9LJ8EC03,Yes,,
7065,1656,AC9LJ8EC04,Yes,,
7066,4370,AC9LJ8EC04,Yes,,
7067,5991,AC9LJ8EC04,Yes,,
7068,7250,AC9LJ8EC04,Yes,,
7069,14151,AC9LJ8EC05,Yes,,
7070,4370,AC9LJ8EC05,Yes,,
7071,4586,AC9LJ8EC05,Yes,,
7072,7250,AC9LJ8EC05,Yes,,
7073,15065,AC9LJ8EC06,Yes,,
7074,4161,AC9LJ8EC06,Yes,,
7075,7248,AC9LJ8EC06,Yes,,
7076,7251,AC9LJ8EC06,Yes,,
7077,15065,AC9LJ8EU01,Yes,,
7078,7200,AC9LJ8EU01,Yes,,
7079,7250,AC9LJ8EU01,Yes,,
7080,4158,AC9LJ8EU02,Yes,,
7081,7246,AC9LJ8EU02,Yes,,
7082,7248,AC9LJ8EU02,Yes,,
7083,9310,AC9LJ8EU02,Yes,,
7084,13037,AC9LJ8EU03,Yes,,
7085,13075,AC9LJ8EU03,Yes,,
7086,9366,AC9LJ8EU03,Yes,,
7087,278,AC9LJ8EU04,Yes,,
7088,362,AC9LJ8EU04,Yes,,
7089,7250,AC9LJ8EU04,Yes,,
7090,15065,AC9LJ8U01,Yes,,
7091,7200,AC9LJ8U01,Yes,,
7092,7250,AC9LJ8U01,Yes,,
7093,4158,AC9LJ8U02,Yes,,
7094,7246,AC9LJ8U02,Yes,,
7095,7248,AC9LJ8U02,Yes,,
7096,9310,AC9LJ8U02,Yes,,
7097,13037,AC9LJ8U03,Yes,,
7098,13075,AC9LJ8U03,Yes,,
7099,15097,AC9LJ8U03,Yes,,
7100,9366,AC9LJ8U03,Yes,,
7101,278,AC9LJ8U04,Yes,,
7102,362,AC9LJ8U04,Yes,,
7103,7250,AC9LJ8U04,Yes,,
7104,1121,AC9LJF01,Yes,,
7105,362,AC9LJF01,Yes,,
7106,6701,AC9LJF01,Yes,,
7107,7250,AC9LJF01,Yes,,
7108,10037,AC9LJF02,Yes,,
7109,7246,AC9LJF02,Yes,,
7110,7250,AC9LJF02,Yes,,
7111,9311,AC9LJF02,Yes,,
7112,1962,AC9LJF03,Yes,,
7113,278,AC9LJF03,Yes,,
7114,4611,AC9LJF03,Yes,,
7115,7250,AC9LJF03,Yes,,
7116,12416,AC9M10A01,Yes,Yes,
7117,2432,AC9M10A01,Yes,Yes,
